[2023-11-22 08:16:19,738] [1  ] [81   ] [INFO ] [PORLA.HMI.Main.App                                                                   ] - Application Started!
[2023-11-22 08:16:27,997] [1  ] [230  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD_AreaScan - Set Device Ouput - 65,66,256,257,264,265,272,273,280,281,288,289,296,297,304,305,312,313
[2023-11-22 08:16:28,000] [1  ] [88   ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Precitec: Initialized!
[2023-11-22 08:16:31,492] [17 ] [409  ] [INFO ] [PORLA.HMI.Module.ViewModels.AlarmPageViewModel                                       ] - Alarm Removed With Alarm ID: 6, Description: Safety circuit is violated, Alarm Module: DIO
[2023-11-22 08:16:58,018] [11 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: ENC 0 0
[2023-11-22 08:16:58,039] [11 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: ENC 1 0
[2023-11-22 08:17:06,584] [1  ] [1116 ] [INFO ] [PORLA.HMI.Module.ViewModels.HomePageViewModel                                        ] - Set parameter for enc x axis trigger: Start_Pos - -25600, Stop_Pos - -20800, interval - 20, OnReturnTrigger - True
[2023-11-22 08:17:57,930] [1  ] [547  ] [INFO ] [PORLA.HMI.Module.ViewModels.HomePageViewModel                                        ] - Disconnect IAI motion controller
[2023-11-22 08:17:57,943] [1  ] [147  ] [INFO ] [PORLA.HMI.Main.ViewModels.MainWindowViewModel                                        ] - Disconnected Adam Module 1, Adam Module 2
[2023-11-22 08:17:57,967] [1  ] [147  ] [INFO ] [PORLA.HMI.Main.ViewModels.MainWindowViewModel                                        ] - Disconnected Adam Module 1, Adam Module 2
[2023-11-22 08:18:04,197] [1  ] [81   ] [INFO ] [PORLA.HMI.Main.App                                                                   ] - Application Started!
[2023-11-22 08:18:04,777] [1  ] [83   ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module2                                                    ] - [ADAM 6052 - Module 2] - Connected
[2023-11-22 08:18:04,885] [1  ] [118  ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module1                                                    ] - [ADAM 6052 - Module 1] - Connected
[2023-11-22 08:18:10,643] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: SCAN 6 0 1 1
[2023-11-22 08:18:10,880] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: ENC 0 1 15
[2023-11-22 08:18:10,892] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: ENC 1 1 15
[2023-11-22 08:18:10,916] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: NOP 10
[2023-11-22 08:18:10,928] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: POD 1
[2023-11-22 08:18:10,940] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: LAI 94.95
[2023-11-22 08:18:10,952] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: GAN 1
[2023-11-22 08:18:10,972] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: SRI [ 1 ]
[2023-11-22 08:18:10,990] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: ABE [ 0 ]
[2023-11-22 08:18:11,002] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVS 1
[2023-11-22 08:18:11,016] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 1
[2023-11-22 08:18:11,028] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: LMA 1
[2023-11-22 08:18:11,040] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: FLTI 0 0 0 0 0 0 0 -64 128 -64 0 0 0 0 0 0 0
[2023-11-22 08:18:11,064] [1  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: FLTC 0 0 0 0 0 0 0 -64 128 -64 0 0 0 0 0 0 0
[2023-11-22 08:18:11,084] [1  ] [203  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD_AreaScan - Set measure mode - Interferometric - MMD 1
[2023-11-22 08:18:11,099] [1  ] [188  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD_AreaScan - Set scan rate 50000
[2023-11-22 08:18:11,412] [1  ] [126  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - connected to IAI motion
[2023-11-22 08:18:11,419] [1  ] [127  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - Axis pattern: 03
[2023-11-22 08:18:11,421] [1  ] [128  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - Set Speed - 0032 and Acc/Dcc - 001E
[2023-11-22 08:18:11,426] [1  ] [557  ] [INFO ] [PORLA.HMI.Module.ViewModels.HomePageViewModel                                        ] - SVON
[2023-11-22 08:18:11,878] [1  ] [48   ] [INFO ] [PORLA.HMI.Module.ViewModels.VersionPageViewModel                                     ] - HMI Version:1.0.0.0
[2023-11-22 08:18:12,508] [1  ] [26   ] [INFO ] [PORLA.HMI.Module.DataService.DataHandle.DataHandle                                   ] - Module DataHandler Initialize Complete
[2023-11-22 08:18:12,872] [1  ] [230  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD_AreaScan - Set Device Ouput - 65,66,256,257,264,265,272,273,280,281,288,289,296,297,304,305,312,313
[2023-11-22 08:18:12,874] [1  ] [88   ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Precitec: Initialized!
[2023-11-22 08:18:28,755] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: ENC 0 0
[2023-11-22 08:18:28,772] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: ENC 1 0
[2023-11-22 08:18:40,644] [11 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:40,686] [11 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:40,698] [11 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:40,854] [11 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 1
[2023-11-22 08:18:41,576] [5  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:41,611] [5  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:41,624] [5  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:41,759] [5  ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 2
[2023-11-22 08:18:42,884] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:42,918] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:42,930] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:43,068] [4  ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 3
[2023-11-22 08:18:44,199] [10 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:44,222] [10 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:44,243] [10 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:44,377] [10 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 4
[2023-11-22 08:18:45,503] [11 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:45,539] [11 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:45,551] [11 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:45,687] [11 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 5
[2023-11-22 08:18:46,813] [9  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:46,843] [9  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:46,856] [9  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:47,028] [9  ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 6
[2023-11-22 08:18:48,153] [10 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:48,177] [10 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:48,191] [10 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:48,328] [10 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 7
[2023-11-22 08:18:49,451] [19 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:49,481] [19 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:49,497] [19 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:49,631] [19 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 8
[2023-11-22 08:18:51,157] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:51,189] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:51,204] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:51,338] [4  ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 9
[2023-11-22 08:18:52,464] [9  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:52,489] [9  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:52,504] [9  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:52,667] [9  ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 10
[2023-11-22 08:18:53,794] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:53,823] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:53,836] [4  ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:53,984] [4  ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 11
[2023-11-22 08:18:55,112] [24 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:55,136] [24 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:55,149] [24 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:55,284] [24 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 12
[2023-11-22 08:18:56,406] [23 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:56,430] [23 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:56,443] [23 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:56,581] [23 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 13
[2023-11-22 08:18:57,707] [10 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:57,730] [10 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:57,743] [10 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:57,876] [10 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 14
[2023-11-22 08:18:59,001] [18 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:18:59,027] [18 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:18:59,043] [18 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:18:59,178] [18 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 15
[2023-11-22 08:19:01,216] [23 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: TRE
[2023-11-22 08:19:01,245] [23 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: AVD 10
[2023-11-22 08:19:01,259] [23 ] [894  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneD - Respone Command: STR
[2023-11-22 08:19:01,395] [23 ] [949  ] [INFO ] [POLAR.PrecitecControl.OneDAreaScan                                                   ] - OneDMultiPoint - Moved and trigger to record data at Point T 16
[2023-11-22 08:19:10,343] [1  ] [547  ] [INFO ] [PORLA.HMI.Module.ViewModels.HomePageViewModel                                        ] - Disconnect IAI motion controller
[2023-11-22 08:19:10,402] [1  ] [147  ] [INFO ] [PORLA.HMI.Main.ViewModels.MainWindowViewModel                                        ] - Disconnected Adam Module 1, Adam Module 2
[2023-11-22 08:19:10,427] [1  ] [147  ] [INFO ] [PORLA.HMI.Main.ViewModels.MainWindowViewModel                                        ] - Disconnected Adam Module 1, Adam Module 2
[2023-11-22 08:20:18,897] [1  ] [81   ] [INFO ] [PORLA.HMI.Main.App                                                                   ] - Application Started!
[2023-11-22 08:20:19,319] [1  ] [83   ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module2                                                    ] - [ADAM 6052 - Module 2] - Connected
[2023-11-22 08:20:19,429] [1  ] [118  ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module1                                                    ] - [ADAM 6052 - Module 1] - Connected
[2023-11-22 08:20:23,536] [1  ] [126  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - connected to IAI motion
[2023-11-22 08:20:23,543] [1  ] [127  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - Axis pattern: 03
[2023-11-22 08:20:23,544] [1  ] [128  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - Set Speed - 0032 and Acc/Dcc - 001E
[2023-11-22 08:20:23,549] [1  ] [557  ] [INFO ] [PORLA.HMI.Module.ViewModels.HomePageViewModel                                        ] - SVON
[2023-11-22 08:20:24,191] [1  ] [48   ] [INFO ] [PORLA.HMI.Module.ViewModels.VersionPageViewModel                                     ] - HMI Version:1.0.0.0
[2023-11-22 08:20:24,957] [1  ] [26   ] [INFO ] [PORLA.HMI.Module.DataService.DataHandle.DataHandle                                   ] - Module DataHandler Initialize Complete
[2023-11-22 08:20:31,226] [1  ] [467  ] [INFO ] [POLAR.PrecitecControl.FSSAreaScan                                                    ] - init
{
	$OFN 0 1;
	$SODX 65 66 67 68 69 82 83 256 257 264 265 272 273 280 281 288 289 296 297 304 305 312 313;
	// 256 -  Thickness 1, 264 -  Thickness 2, 272 - Thickness 3, 83 Sample Counter, 82 Intensity, 65-69 - Encoder
}

fn main(scanFreq= 50000) //Frequency the mirror speed is based on, should for must purposes be the same as the SHZ setting of the CHRocodile
{
	setFrequency(50000)
	exposure(50000, 50)	//50 KHz, LAI 50
	rect(x0=-12.5,y0=-9,x1=12.5,y1=9,nCols=500,nRows=500,interp=0,waitAtBegin=15000,waitAtEnd=250,label="AreaScan 1")
}

[2023-11-22 08:20:31,230] [1  ] [467  ] [INFO ] [POLAR.PrecitecControl.FSSAreaScan                                                    ] - init
{
	$OFN 0 1;
	$SODX 65 66 67 68 69 82 83 256 257 264 265 272 273 280 281 288 289 296 297 304 305 312 313;
	// 256 -  Thickness 1, 264 -  Thickness 2, 272 - Thickness 3, 83 Sample Counter, 82 Intensity, 65-69 - Encoder
}

fn main(scanFreq= 50000) //Frequency the mirror speed is based on, should for must purposes be the same as the SHZ setting of the CHRocodile
{
	setFrequency(50000)
	exposure(50000, 50)	//50 KHz, LAI 50
	rect(x0=-12.5,y0=-9,x1=12.5,y1=9,nCols=500,nRows=500,interp=0,waitAtBegin=15000,waitAtEnd=250,label="AreaScan 1")
}

[2023-11-22 08:22:40,535] [1  ] [81   ] [INFO ] [PORLA.HMI.Main.App                                                                   ] - Application Started!
[2023-11-22 08:22:40,969] [1  ] [83   ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module2                                                    ] - [ADAM 6052 - Module 2] - Connected
[2023-11-22 08:22:41,096] [1  ] [118  ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module1                                                    ] - [ADAM 6052 - Module 1] - Connected
[2023-11-22 08:22:51,797] [1  ] [81   ] [INFO ] [PORLA.HMI.Main.App                                                                   ] - Application Started!
[2023-11-22 08:22:52,322] [1  ] [83   ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module2                                                    ] - [ADAM 6052 - Module 2] - Connected
[2023-11-22 08:22:52,431] [1  ] [118  ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module1                                                    ] - [ADAM 6052 - Module 1] - Connected
[2023-11-22 08:22:59,881] [1  ] [126  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - connected to IAI motion
[2023-11-22 08:22:59,900] [1  ] [127  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - Axis pattern: 03
[2023-11-22 08:22:59,903] [1  ] [128  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - Set Speed - 0032 and Acc/Dcc - 001E
[2023-11-22 08:22:59,907] [1  ] [557  ] [INFO ] [PORLA.HMI.Module.ViewModels.HomePageViewModel                                        ] - SVON
[2023-11-22 08:23:00,433] [1  ] [48   ] [INFO ] [PORLA.HMI.Module.ViewModels.VersionPageViewModel                                     ] - HMI Version:1.0.0.0
[2023-11-22 08:23:01,092] [1  ] [26   ] [INFO ] [PORLA.HMI.Module.DataService.DataHandle.DataHandle                                   ] - Module DataHandler Initialize Complete
[2023-11-22 08:23:06,717] [1  ] [467  ] [INFO ] [POLAR.PrecitecControl.FSSAreaScan                                                    ] - init
{
	$OFN 0 1;
	$SODX 65 66 67 68 69 82 83 256 257 264 265 272 273 280 281 288 289 296 297 304 305 312 313;
	// 256 -  Thickness 1, 264 -  Thickness 2, 272 - Thickness 3, 83 Sample Counter, 82 Intensity, 65-69 - Encoder
}

fn main(scanFreq= 50000) //Frequency the mirror speed is based on, should for must purposes be the same as the SHZ setting of the CHRocodile
{
	setFrequency(50000)
	exposure(50000, 50)	//50 KHz, LAI 50
	rect(x0=-12.5,y0=-9,x1=12.5,y1=9,nCols=500,nRows=500,interp=0,waitAtBegin=15000,waitAtEnd=250,label="AreaScan 1")
}

[2023-11-22 08:23:06,720] [1  ] [467  ] [INFO ] [POLAR.PrecitecControl.FSSAreaScan                                                    ] - init
{
	$OFN 0 1;
	$SODX 65 66 67 68 69 82 83 256 257 264 265 272 273 280 281 288 289 296 297 304 305 312 313;
	// 256 -  Thickness 1, 264 -  Thickness 2, 272 - Thickness 3, 83 Sample Counter, 82 Intensity, 65-69 - Encoder
}

fn main(scanFreq= 50000) //Frequency the mirror speed is based on, should for must purposes be the same as the SHZ setting of the CHRocodile
{
	setFrequency(50000)
	exposure(50000, 50)	//50 KHz, LAI 50
	rect(x0=-12.5,y0=-9,x1=12.5,y1=9,nCols=500,nRows=500,interp=0,waitAtBegin=15000,waitAtEnd=250,label="AreaScan 1")
}

[2023-11-22 08:25:12,991] [1  ] [81   ] [INFO ] [PORLA.HMI.Main.App                                                                   ] - Application Started!
[2023-11-22 08:25:13,419] [1  ] [83   ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module2                                                    ] - [ADAM 6052 - Module 2] - Connected
[2023-11-22 08:25:16,898] [1  ] [118  ] [INFO ] [POLAR.DIOADAM6052.Adam6052Module1                                                    ] - [ADAM 6052 - Module 1] - Connected
[2023-11-22 08:25:17,230] [1  ] [126  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - connected to IAI motion
[2023-11-22 08:25:17,235] [1  ] [127  ] [INFO ] [POLAR.IAIMotionControl.IAIMotion                                                     ] - Axis pattern: 03
